ProductKey;item_status;item_size;item_create_date;product_aging_year;ntile20_unit_price_corp
8eb153dcba3ca9518e6e6d4e8f0c3be800bdd6e3;SERIES;Motor R - Medium;2014-02-10 13:53:19.000;-1.0;7
8f5485e3654798495ca6cf2acce16f9654d83ed2;SERIES;Motor R - Small;2014-02-07 15:03:31.000;-6.0;16
91cac89cea0673e3f8025c531f323a89b19ce351;SERIES;Motor R - Medium;2014-02-10 13:56:09.000;-4.0;12
91fb4a0615d95fa9d8dbcddc53448b6bb0ce44b3;AMONLY;Motor R - Medium;2014-02-13 09:11:46.000;-5.0;7
92452ef2a37c381ea81bfcddfa399179c1ecd957;OBSOLETE;Motor R - Small;2014-01-15 08:26:31.000;-1.0;13
94b2b281485a18732eac541963675a55fae0925c;AMONLY;Motor R - Medium;2014-02-10 13:55:44.000;-7.0;7
94bdb35d65e97f07cddbf5a01b0cd456d068f3b7;SERIES;Motor R - Medium;2014-02-13 09:13:42.000;-2.0;10
95ce0b89ab12ba3fe219adc4b4eb491e22696e4a;SERIES;Motor R - Large;2014-02-19 10:01:23.000;-1.0;1
9667c52028a6cb92fd3f108034b516423570dcf4;SERIES;Motor R - Medium;2014-02-05 17:49:27.000;2.0;2
976d18f4ac34ecc0f2bcbcfd91d29e60823f45a6;SERIES;Motor R - Small;2014-02-20 09:58:56.000;-1.0;12
992a98aff3249aadc9e25b5de4c3d782a0d3d55c;SERIES;Motor R - Small;2014-05-29 11:05:42.000;2.0;12
993c32721c35c8ded274917d2effaabbd841b79b;SERIES;Motor R - Small;2014-02-10 10:15:32.000;-3.0;9
9941e48b8eb9efc7560e183154b67bbad4105c3e;SERIES;Motor R - Medium;2014-02-13 09:11:27.000;-1.0;5
9abe5b08a6fc6d64f60bb83b5f14d1e6f44a7e1f;SERIES;Motor R - Large;2014-02-19 10:02:06.000;2.0;1
9e318ca0e6cffa0c12dcc2f22ec8f12b4d5c2047;SERIES;Motor R - Small;2015-06-22 08:03:36.000;0.0;17
9f27e2d2cfebb969528a935ecc3ad850b3a7f43a;SERIES;Motor R - Large;2014-02-18 10:34:04.000;1.0;1
9fb6a88251de2de3061d6a1547c20712ae2997cc;AMONLY;Motor R - Large;2014-02-19 10:00:24.000;-6.0;1
9fc897c781dc1233922dc10844ed43b08cff01fa;SERIES;Motor R - Medium;2014-03-27 09:41:56.000;-5.0;10
a11b647b2d88e485788194673f252d40d131c910;SERIES;Motor R - Medium;2014-02-13 17:07:42.000;-6.0;3
a1ed6cf364c857274012b567cfe1ebe6d59e2856;SERIES;Motor R - Medium;2014-02-11 12:47:29.000;-7.0;11
a8cdd91da2fffecb4d126906f48bdc0f0c361839;SERIES;Motor R - Medium;2014-02-11 12:47:11.000;-4.0;12
a95fc4781fd4cf793e5f3f4f095663f839c0a82d;SERIES;Motor R - Large;2014-02-19 12:32:16.000;-4.0;2
aa62f4a86427a2dcafc35b5214bff74a58504e20;SERIES;Motor R - Medium;2014-02-13 11:22:34.000;-4.0;5
ab52deb01ef6aed25b65746bed4ab2872fb8c881;PROTOTYPE;Motor R - Medium;2014-02-20 10:09:23.000;-2.0;2
ab663d9e5524a4fa499d7c374cb643f4c36bd964;AMONLY;Motor R - Medium;2014-02-17 14:24:01.000;-3.0;4
af6aa758dde84b324a2f7915ea7cb9652db5240b;AMONLY;Motor R - Medium;2014-02-20 19:11:03.000;-4.0;2
af6f3d8620c37808ba0d97d8bf0c3c0251dc561a;SERIES;Motor R - Small;2014-02-07 15:03:00.000;0.0;14
b0609cd2df0ba7f41a1e8cc818d2d59ab6057ce8;AMONLY;Motor R - Medium;2014-02-13 11:22:34.000;-7.0;3
b16e65d87f16e329d55b5a401730e67565873972;SERIES;Motor R - Medium;2014-02-12 08:59:55.000;-6.0;12
b19b5afae62261df4fb2fefb56d2618da6ce68a9;SERIES;Motor R - Medium;2015-02-16 08:19:55.000;0.0;3
b2cd438e6418986a44869c4b26fef10ff1da6825;SERIES;Motor R - Medium;2014-02-17 11:11:09.000;1.0;3
b3cca48395b859288b1c88f6d303c434594e638c;SERIES;Motor R - Medium;2014-02-17 16:09:16.000;-4.0;3
b4d2ad0ef2109568c94911de9ab8033770d30f4e;SERIES;Motor R - Medium;2014-02-13 09:14:29.000;-7.0;4
b506fd7479d154c34b3f5456c934e84a7cfd167a;SERIES;Motor R - Large;2014-02-18 10:31:51.000;2.0;1
bac181e3e2f9f97ed917f0996696b5a71f68da1a;AMONLY;Motor R - Large;2014-02-20 09:07:25.000;-7.0;1
bb7b2e1a09672f74a46ed1d5ce250195a254a8ce;AMONLY;Motor R - Small;2014-02-07 15:09:21.000;-3.0;12
bba6be8498e72ee4a4265dbe0258064619256763;SERIES;Motor R - Small;2014-02-04 09:19:12.000;-4.0;14
bd303a0344f65d22b0f463ef1dbae302626e64da;SERIES;Motor R - Large;2014-02-19 12:32:10.000;-6.0;1
bdd8945971fc5a4aecfd7718cbd4d20397728cc5;AMONLY;Motor R - Small;2014-02-07 15:07:31.000;2.0;8
bf2badb7f291b8c1072dbdd20c0e43dd62ce7cae;SERIES;Motor R - Medium;2014-02-17 08:32:55.000;0.0;3
c06f845e928127078bad9b88abe111201d787850;SERIES;Motor R - Medium;2015-11-09 15:01:48.000;1.0;4
c1f9b966f04e1aec2678adea5c418a6b9c7fb0d8;SERIES;Motor R - Medium;2014-02-20 09:59:01.000;-6.0;10
c44afc64c57e047526a79566564d7e077bcb47df;PROTOTYPE;Motor R - Large;2015-12-22 16:16:54.000;1.0;2
c638f53f94b91957a60cc1a37dbed9add42bf51d;SERIES;Motor R - Medium;2015-12-07 09:04:40.000;0.0;3
c8798e813588f41dbf2e9f77e58b6537417fcb47;AMONLY;Motor R - Small;2014-02-10 10:15:07.000;-3.0;12
ca5e0220410bbd69fead5c11b5d67b3423575d3d;SERIES;Motor R - Medium;2014-03-21 08:14:21.000;0.0;9
cb8b15e48352bc005b72bef25e324857c56c0bb4;SERIES;Motor R - Medium;2014-02-13 11:22:35.000;-7.0;7
d0c943e88b5a1fea5107b682390b9962c80d6065;PROTOTYPE;Motor R - Medium;2014-05-29 11:05:44.000;-3.0;12
d13a97567c248ac671084fc68506a53f287d641d;AMONLY;Motor R - Medium;2014-02-13 17:08:07.000;;3
d3e0c996205968d681dc1d811b34d08a023dc682;SERIES;Motor R - Large;2014-02-19 10:01:16.000;-2.0;1
d5ee1b3f24426bcf5ac565c1081cda5ed627d1cd;AMONLY;Motor R - Medium;2014-02-13 09:12:22.000;-7.0;8
d94e0a50888ec27d4f9f70daf68809e23f3490ec;SERIES;Motor R - Medium;2014-01-16 07:59:40.000;1.0;10
d964c44f0bb11630cdc8794955979567d8a1b0f6;AMONLY;Motor R - Medium;2014-02-13 09:11:35.000;2.0;3
da84177035d319acdf927f5bca42c10901057870;AMONLY;Motor R - Small;2014-02-07 15:07:37.000;-7.0;16
dab354671f2d02e737b20179864354fb67664799;SERIES;Motor R - Medium;2014-02-17 14:23:27.000;-2.0;4
dabc9e7ee1cb04f524044552698eba03ac08c086;AMONLY;Motor R - Medium;2014-02-12 09:00:11.000;-6.0;9
dac51368d8de3413aa96047f3aed7b62c3594816;AMONLY;Motor R - Small;2014-02-06 12:56:13.000;-4.0;17
dbeba894942d6d9e1d1f0e377ea954963a751290;SERIES;Motor R - Small;2014-05-29 11:05:44.000;;16
dcfa6a154cfcc1e7ed013dcfcf48d4b13f53dad1;SERIES;Motor R - Medium;2014-02-13 11:22:41.000;-3.0;3
de95b46d66a698442e88a9af6bf304102c8a8cfe;SERIES;Motor R - Small;2014-05-29 11:05:42.000;0.0;20
df453fec4ab9f6105ad8e27805a1da5d75e8ccdf;SERIES;Motor R - Small;2014-02-10 10:15:57.000;1.0;9
e0cd6fbc8825ca41ff51c3de72a460b533f483f8;SERIES;Motor R - Medium;2014-02-17 14:23:27.000;-1.0;4
e124e6ea69dc6bc142499c45c406cc4a283effcb;SERIES;Motor R - Small;2014-02-07 15:09:02.000;-2.0;12
e5de4808676d38e51fcfe5c13df69c13f114de6d;SERIES;Motor R - Medium;2013-12-03 15:48:14.000;2.0;5
e6445a214b8cf10c5382e58641822049671e646e;SERIES;Motor R - Medium;2014-02-13 09:12:21.000;-8.0;9
e7d02e55b782115906137b9969fa5579d1bdad1e;SERIES;Motor R - Small;2014-02-10 10:15:04.000;-3.0;9
e839564d0e25311e54a0965349019becbe60acb6;PROTOTYPE;Motor R - Small;2014-02-07 15:09:13.000;-3.0;7
e8ac57f568899a93c9185ec49d3acb5e816c451d;AMONLY;Motor R - Small;2014-02-06 11:16:34.000;-6.0;14
e8fea36605dec09ff417dad4df6698967f4ca366;AMONLY;Motor R - Small;2014-05-29 11:05:43.000;0.0;18
ea9000f91630bbc47880a24d68d8376be309ee0f;SERIES;Motor R - Large;2014-02-18 10:33:03.000;-6.0;5
ed75d6ea3c917455a662b0bd1c2c8093ca15f299;SERIES;Motor R - Small;2014-02-10 10:14:24.000;-4.0;11
ee0f14661420d79d3f5375c9b59fc66b51dc7ba6;AMONLY;Motor R - Medium;2014-02-17 14:23:21.000;-2.0;3
ef1b997c9108a6827c02f6c8a8ab4aae0a311b24;SERIES;Motor R - Small;2013-11-21 15:20:56.000;0.0;10
ef29b34aac6e128d05336620b25ba42d0b4dcd86;SERIES;Motor R - Medium;2014-05-29 11:05:42.000;0.0;7
f0403a6d094fc00d050dbf0c6ddabbb6b93bcc92;SERIES;Motor R - Medium;2014-02-13 09:14:33.000;-8.0;5
f0ab47c28ce87af9144399c82e9446c0ed52952a;AMONLY;Motor R - Large;2014-02-18 10:34:57.000;-7.0;1
f0fed443d158887c4775028a38a110befe721f24;SERIES;Motor R - Small;2014-05-29 11:05:42.000;-4.0;20
f19d0a71df1406a25786cc06d87a7935fb2fcbf1;SERIES;Motor R - Small;2014-02-10 10:14:29.000;-4.0;12
f1a297bbcf035dc1245c3bb900608d03d0b2494c;AMONLY;Motor R - Small;2014-02-07 15:03:32.000;-5.0;12
f1e6761683db271c51be3e1ec3134b0db4086e6e;SERIES;Motor R - Large;2014-02-18 10:34:45.000;-1.0;1
f41919a2f93b7896717ab6d5f816efd551028ef6;SERIES;Motor R - Medium;2014-02-11 12:49:21.000;-1.0;9
f4474d70399f6741ac848fa6d5095d9d0e13a09f;SERIES;Motor R - Medium;2014-02-10 13:56:13.000;-4.0;11
f4ac7172266218e84a5a911086d206de0e997f38;SERIES;Motor R - Medium;2014-02-17 11:10:43.000;1.0;4
f5410993ba1b3cd640e768d76c6baeef01aeea0f;AMONLY;Motor R - Large;2014-02-18 10:35:06.000;-6.0;1
f5bb1ffe0eb2fb2930219b9cd5f791d3ecf32fdd;PRESERIES;Motor R - Medium;2014-02-20 19:10:54.000;2.0;3
f63ef04c8b70b564c8236b4b5ea5e50b2c3b9827;SERIES;Motor R - Medium;2014-02-05 17:49:25.000;-2.0;2
f6b2800eaea18c00f573a04b6024ceb66d85c9c9;SERIES;Motor R - Small;2014-02-07 15:08:09.000;-1.0;11
fa77e25a968e69378364a4d3944c52b761e6f6d8;SERIES;Motor R - Large;2014-02-18 10:33:36.000;1.0;2
fb8a9fed9532cbb6fd544f6a5ad14881f5ed8fc9;DISCONTINU;Motor R - Medium;2014-02-20 09:55:21.000;-5.0;7
fbc06787d8196e5ad865579e252d9ef8bcaa6204;PRESERIES;Motor R - Medium;2014-02-18 10:09:23.000;1.0;3
fbc20802a6354e353cae5fd854f6dc24ef7c7e08;SERIES;Motor R - Large;2014-02-18 10:31:35.000;-3.0;1
fc73c629808800ea17c35e3c52c4de280e550aed;AMONLY;Motor R - Large;2014-05-29 11:05:41.000;-5.0;2
fe5339dce73d4a984e1f1fdbdeb7a08158fc5924;AMONLY;Motor R - Medium;2014-02-11 12:47:46.000;-6.0;8
00f7ec52cf1b383a81f4f3eff52c3d4a195d68f7;SERIES;Motor R - Medium;2014-02-10 13:55:48.000;2.0;14
043e60930a271d2ba2378c882c4178de379d1c17;AMONLY;Motor R - Medium;2014-02-12 09:00:15.000;-8.0;7
06f64bd629e3c360b7444f1bb0658c196ec99e81;SERIES;Motor R - Small;2014-02-10 10:15:23.000;0.0;6
06fe3efb911a0ee6a621eb2bab0de0dcb082f9ff;AMONLY;Motor R - Medium;2014-02-13 09:12:00.000;-5.0;6
07cf4011839f8b1831196ab92d24350dccb0c3fb;SERIES;Motor R - Medium;2014-02-13 09:11:31.000;-4.0;10
0ca5dc3408b2b2fa94bb3f18b9b92ee60ab18bc2;AMONLY;Motor R - Small;2014-02-06 12:55:06.000;-6.0;15
0d4714b7ac336ffdc2d876e6dabe91f21add0ce4;SERIES;Motor R - Medium;2014-02-10 13:55:56.000;0.0;4
0d97c6a0a5aa216e40fa18be9d7bac735dbd1bee;AMONLY;Motor R - Small;2014-02-07 15:09:13.000;-2.0;8
0e4043dea939334cfc542c65aa309439e9ff36bc;SERIES;Motor R - Medium;2014-02-20 10:06:52.000;-3.0;4
0fa4b5f7ff1a38bbdb1ce2eafd3012da40a7105b;SERIES;Motor R - Medium;2014-02-13 09:13:05.000;0.0;3
106fa10124039832d7b8fa8828777b0abef088c8;SERIES;Motor R - Small;2014-02-07 15:08:42.000;;9
1147ac2fc0c7001365827ebaa9d5975ce0f50517;SERIES;Motor R - Medium;2014-02-17 16:09:55.000;-5.0;4
1249e9870a706e073b60aa0a50ce8bd98cc0d03e;SERIES;Motor R - Medium;2014-02-11 12:47:49.000;-3.0;7
1406be7a9a86d5682579328ee466bed9bfe85976;AMONLY;Motor R - Medium;2014-02-11 12:49:02.000;2.0;3
15a7cbd30c6c1ced17b995dc2c1b7494105676ec;AMONLY;Motor R - Large;2014-02-19 10:01:34.000;-6.0;1
17692675b6025bdda4b5f02edcf1da4df8b33948;AMONLY;Motor R - Large;2014-02-18 10:33:40.000;-1.0;1
18de37d61989c88fc054eee5d6626831ee54ed0c;SERIES;Motor R - Small;2014-02-07 15:09:21.000;1.0;9
1927cbd0e4e8d0236c79458f022ab83293562559;SERIES;Motor R - Medium;2014-02-20 09:57:06.000;-1.0;2
19d3ab86dfdd3fcbe819be1ca2c1ff7f086aa6d6;SERIES;Motor R - Medium;2014-02-10 13:55:17.000;-2.0;3
1f3c8072737ac30c38153f539ee71b1c1a7b9365;SERIES;Motor R - Small;2014-02-07 15:05:22.000;-8.0;9
