CustomerKey;geo_zone;Customer_name;cust_type;cust_category;cust_aging_year;customer_since;cust_country_code
c1fa33af5ce8a05d3272169f5d5007a3a024454e;Europe;Client numero 431;OEM; customer;0.0;2013-01-17 14:23:05.000;FRA
ccc0d5be26c5fec174c971713031f25feb32c2ca;Americas;Client numero 3020;OEM; customer;0.0;2013-04-11 14:19:37.000;BRA
cd205efa758e823558e7f0b9716986292e9986b9;Europe;Client numero 2580;aftermarket_only; customer;1.0;2012-08-14 10:26:20.000;DEU
cef6a22e6e10ab85de110469fdca4cde831eb627;Asia;Client numero 2810;OEM; customer;0.0;2014-11-20 09:20:32.000;CHN
d63a9582c78361c46552b7552391059a9045d887;Asia;Client numero 3505;distributor; customer;0.0;2012-03-27 00:00:00.000;CHN
d7d7ab486f2aabafaeea98ad63c1c0adfdadfef4;Europe;Client numero 1102;aftermarket_only; customer;0.0;2013-07-15 14:34:31.000;DEU
028aabe6a7b2aa5674317821b2d8f04ce3af1f1f;;Client numero 816;OEM; customer;0.0;2008-09-29 00:00:00.000;
1396b940359988df447e710e60af29dd80f80bf6;Asia;Client numero 494;OEM; customer;0.0;2016-04-25 11:40:51.000;CHN
259d6bd09b86dd8b7805ed62730dc72ef0ec0274;Europe;Client numero 2924;OEM; customer;3.0;2005-11-17 00:00:00.000;FRA
29cb879949367591cd55009578c5b8fcfaef31d9;Europe;Client numero 2295;OEM; customer;0.0;1901-01-01 00:00:00.000;NLD
2c810836a72d05d54a61b0206e6b67ec73b6e77f;Europe;Client numero 87;OEM; customer;0.0;2007-11-16 00:00:00.000;FRA
4275ef7f062bc20b2bcf17fc7109260dd65e5066;Europe;Client numero 2666;aftermarket_only; customer;0.0;2015-07-23 09:04:11.000;CZE
470cd3ce55307460f7c5fb93b1710e75c3dbe996;Europe;Client numero 2632;OEM; customer;0.0;2006-01-01 00:00:00.000;ITA
4a92216590994ff02d6d9151c43fe7753c03ca9e;Europe;Client numero 11;aftermarket_only; customer;0.0;2011-07-12 00:00:00.000;GBR
54f8bb554efe36566c08f8ac62426c8cf97c39eb;Europe;Client numero 3040;OEM; customer;2.0;2005-09-15 00:00:00.000;SVK
5bf7359104ee9339e024b85ba1115a682bc6ebf4;Europe;Client numero 978;OEM; customer;4.0;2004-09-30 00:00:00.000;FRA
61dac7666516f04a78f2d6aecd2f6c9ea9499811;Europe;Client numero 758;OEM; customer;0.0;2013-03-26 09:08:05.000;NLD
630c316eb57d35dc792b0b8b78a9fa0e5dac187d;Asia;Client numero 301;OEM; customer;0.0;2013-01-06 09:53:43.000;CHN
774c64fcdcb9c8e482967cf0f02aadfe0e436446;;Client numero 1;aftermarket_only; customer;0.0;2010-10-18 00:00:00.000;
77fda106ead4a63ae51a065873be2e06899b5be6;Europe;Client numero 1794;OEM; customer;3.0;2003-12-01 00:00:00.000;DEU
7e98a09775abe0a79a82cd9477ac0762d8ae97d7;Europe;Client numero 1020;aftermarket_only; customer;3.0;2009-01-01 00:00:00.000;ITA
a052ef2c4b390229ac13db6fd2e6fa8ac13f25c4;Europe;Client numero 1164;aftermarket_only; customer;0.0;2014-07-28 11:31:39.000;DEU
a13f3aec1a361b783c7893e8b4c6cab33fe6d749;Europe;Client numero 2391;aftermarket_only; customer;1.0;2009-11-10 00:00:00.000;CZE
a27050009683318e700d455d012a89a379ed9e72;Europe;Client numero 1515;distributor; customer;0.0;1901-01-01 00:00:00.000;FRA
a34e7e7142fa49bcc0a05e39cae9825c4ae962df;Europe;Client numero 803;OEM; customer;0.0;2007-03-19 00:00:00.000;FRA
aa9f1124f4f3aec35ef8cd1e2750e33acc81257d;Europe;Client numero 1893;OEM; customer;0.0;1901-01-01 00:00:00.000;NLD
ade48dc7d5c270c9f561d3ad47545ac64883b2d6;Europe;Client numero 3328;OEM; customer;0.0;1901-01-01 00:00:00.000;NLD
b60ef8e5c8dae89d8c125b601d5d294f981bbe09;;Client numero 1002;distributor; customer;0.0;2007-01-01 00:00:00.000;
b74e47769985229336bb6408d9a9a7bf545ca420;Europe;Client numero 2234;OEM; customer;3.0;2003-12-01 00:00:00.000;DEU
b8d5cba118885a7e5dfedad1cd2ff037a861fbef;Europe;Client numero 1429;distributor; customer;;2016-01-29 11:45:01.000;FRA
c1a9b7af585c697da401b2dd216095f5cfe60b73;Europe;Client numero 678;distributor; customer;1.0;2014-11-20 10:04:20.000;RUS
e072a5ea3ad3eed5ab45f9364769a405930e6abd;Europe;Client numero 2170;OEM; customer;4.0;2003-12-01 00:00:00.000;FIN
e0c5dee846c7e64fc08a3ca6430d363d4f7ef75e;Europe;Client numero 3484;OEM; customer;0.0;2016-03-01 16:06:23.000;DEU
03dab41b45de894922c87bdf9cdf7af7b02d9044;Europe;Client numero 2517;OEM; customer;0.0;2010-10-26 00:00:00.000;FRA
1a7a0cf887ac3817dd0390d1524fa100b17c5513;Europe;Client numero 982;distributor; customer;5.0;2002-01-01 00:00:00.000;ESP
333ef9683096fc4a1e419695faeb10fe05dfce2b;Europe;Client numero 3115;OEM; customer;0.0;2007-01-16 00:00:00.000;ESP
3dffd104c3e7c9dd08b463d3d62b80e522b4ef6b;Europe;Client numero 2138;OEM; customer;;2007-02-08 00:00:00.000;DEU
47c88028b713ddf2dcea79155b50ae3b3050d2c3;Europe;Client numero 2520;aftermarket_only; customer;0.0;2007-04-20 00:00:00.000;FRA
4eaaa93f6399eefb5582a49641b822fb00a48cad;Europe;Client numero 1761;aftermarket_only; customer;4.0;2005-06-02 00:00:00.000;DEU
5568f67142f1fe9cd3edecae98aaa3f0d58aa710;Europe;Client numero 3326;OEM; customer;0.0;2010-01-01 00:00:00.000;ITA
5bccaa68f71884f3440bb9528cecbb2861e99647;Europe;Client numero 3077;OEM; customer;0.0;2012-11-29 11:37:24.000;MLT
62faf9d35114347f3060eacd4fad2eb94e307ded;Europe;Client numero 3265;OEM; customer;0.0;2011-06-10 00:00:00.000;GBR
77c4844dd1233486560d141723201237f00095b8;Europe;Client numero 726;distributor; customer;0.0;1901-01-01 00:00:00.000;FRA
78661b26e9f886b21a60a0b649b2b6b2329d0297;Europe;Client numero 274;aftermarket_only; customer;0.0;2009-11-18 00:00:00.000;DEU
9892702ef4aa62e008ccb6e4bee0a43b3ec46e07;Europe;Client numero 221;OEM; customer;4.0;2003-12-01 00:00:00.000;DEU
9de5c7406a9789ad61b2b60e90540a70c4412a41;Europe;Client numero 1481;distributor; customer;4.0;2008-12-02 00:00:00.000;FRA
ba045bc96c321e704b6949fb976d2401b12f5faf;Europe;Client numero 1133;OEM; customer;;2011-10-27 00:00:00.000;DEU
bddd32be434bb374db56bb885ca3fa9f68e0f014;Asia;Client numero 1635;OEM; customer;0.0;1901-01-01 00:00:00.000;JPN
c1b065dfb76e8d377a77636e39a8b506bf296cce;Europe;Client numero 40;distributor; customer;0.0;2014-07-08 15:06:24.000;ESP
cf17dfbf0b26b776e41a28ccd1f23d8790368c3f;Europe;Client numero 1815;OEM; customer;0.0;2010-04-06 00:00:00.000;FRA
d9e9e73b2292a5d5ab7f5ecb8d2f321344fa0655;Europe;Client numero 3330;OEM; customer;;2004-12-16 00:00:00.000;NLD
dcbd71ed65808390a53022f24c85935ba55d3289;Asia;Client numero 3221;OEM; customer;0.0;1901-01-01 00:00:00.000;JPN
e60257aa073bbfedc3e22dbe638be6c6e7ed5b94;Asia;Client numero 1109;OEM; customer;;2010-06-29 00:00:00.000;JPN
e8cafaaf50fd511af52ff0acb2cc6bc67cfe41de;Europe;Client numero 3287;OEM; customer;4.0;2003-11-25 00:00:00.000;ITA
ec3329abd768ee8d9bb1ec6de2b9f2011d5428d8;;Client numero 2490;distributor;internal account;0.0;1901-01-01 00:00:00.000;
f09150ef3daa812d503a4bb0f57c8c3f88cc6bce;Europe;Client numero 3130;OEM; customer;3.0;2004-10-19 00:00:00.000;FRA
f59381e62dab6aefbaa7df12c083dd0c56735bad;Europe;Client numero 2778;OEM; customer;0.0;2014-06-02 16:17:41.000;FRA
fd47e3129fc4c0dd9df674d883c5e64c48c19375;Europe;Client numero 2474;aftermarket_only; customer;0.0;2008-01-18 00:00:00.000;GBR
01903b15aad0e03ed6394e9b8480a53de3022e5c;;Client numero 2150;OEM; customer;0.0;2010-11-01 00:00:00.000;
18195a97a03c5e08a2b6287fe3819847c4d48fcc;Europe;Client numero 1550;OEM; customer;0.0;2016-07-13 08:00:27.000;FRA
1d24f6dcbdc66e25bcf9232052778f8796006950;Europe;Client numero 1264;distributor; customer;2.0;2013-06-14 10:35:45.000;ITA
35c1eef18fee554e03df2b4fd313f6e09f7810f4;Asia;Client numero 3478;OEM; customer;0.0;2013-04-05 10:15:19.000;IND
3e522379ee2355d0bef2687df841b5c938f09c3c;Europe;Client numero 2912;aftermarket_only; customer;0.0;2010-11-02 00:00:00.000;GBR
43737aa222e864ff7701b3ba9aa8a7f377ccac6e;Asia;Client numero 3575;OEM; customer;0.0;2015-06-12 10:56:16.000;CHN
641d8408876d7b7c4bcb0203b3b245364ecafa04;Europe;Client numero 158;OEM; customer;0.0;1901-01-01 00:00:00.000;CZE
66bf0ef3c802a940fbcd08da998d8eb767778380;Europe;Client numero 1969;OEM; customer;0.0;2011-07-01 00:00:00.000;RUS
6c7e60e3da9caa7d0766e0601bcfe960c67cadec;Europe;Client numero 380;aftermarket_only; customer;0.0;2009-06-10 00:00:00.000;DEU
9505adf6f13a094465eab9fe36b5f9487806cbc3;Europe;Client numero 2993;OEM; customer;3.0;2004-11-10 00:00:00.000;BLR
a8d470235c56bff4785c75c2423bed16492840b7;Africa;Client numero 1883;distributor; customer;0.0;2016-08-23 15:23:08.000;ZAF
ae6984ac8e8bf480997c3dce9a760b0aa613c388;Europe;Client numero 2617;aftermarket_only; customer;1.0;2013-11-19 16:55:47.000;ESP
b1044e8cc6c79e15f635835085cd51071b6f8b05;Europe;Client numero 1660;OEM; customer;-1.0;2008-01-22 00:00:00.000;GBR
bd6e4e27e028c3af57a9f71c8429d405351e43b3;Europe;Client numero 238;OEM; customer;3.0;2003-02-07 00:00:00.000;FRA
c3bf4c4d9b4bbf2b9b8f12e5be428d579f65070d;Europe;Client numero 1562;OEM; customer;0.0;1901-01-01 00:00:00.000;NLD
c66e805614bd72a83dcaeac78cc990def7d4a7c1;Europe;Client numero 309;OEM; customer;4.0;2003-11-25 00:00:00.000;ITA
ccf5c18316655c2d3d7120e026feee7288bf0e0c;Europe;Client numero 2058;OEM; customer;5.0;2002-01-01 00:00:00.000;ESP
e0a22fc759e1a38f7a3a887d7c41e68ed38d39af;Asia;Client numero 2909;OEM; customer;0.0;2012-12-04 11:38:30.000;IND
e5acaf920fc050b34c597cfd4f2441daef6e3a67;Asia;Client numero 3281;distributor; customer;0.0;2009-08-05 00:00:00.000;CHN
e5fe6d13dfba2cdfa8b2037b705bf95f185bd37b;Europe;Client numero 2513;OEM; customer;0.0;2013-07-04 11:30:58.000;SVK
e97ce13d05a911ca9c66a327c1f749c542e25f64;Asia;Client numero 2084;OEM; customer;0.0;2012-09-12 09:53:12.000;CHN
ec53c45a890acb5cf9e072e8ade8f836dd2e7942;Europe;Client numero 1901;OEM; customer;0.0;2012-07-09 11:28:00.000;BEL
f47c075fc54803eacd3f295da0f6a6eade0cc38e;Asia;Client numero 1292;distributor; customer;0.0;2016-01-04 07:19:09.000;CHN
fb848be3942e123f4fcad90b4750ae2e245ed13c;Asia;Client numero 1559;OEM; customer;0.0;2013-09-23 11:25:19.000;CHN
fd830f39c1ce3f1f39d44504f9fd36664319f960;Asia;Client numero 2297;OEM; customer;0.0;2014-03-11 10:06:30.000;CHN
066d513e239cd10cab0cafeecb70b109e06475e8;Europe;Client numero 3416;OEM; customer;0.0;1901-01-01 00:00:00.000;NLD
1274baa19ab902a5e5a95ad70d5e958f1e12d154;Europe;Client numero 3349;OEM; customer;0.0;2012-02-09 00:00:00.000;ESP
1585d7061c548d7ede18870030436d7987e62154;Europe;Client numero 3031;aftermarket_only; customer;0.0;1901-01-01 00:00:00.000;GBR
19a3fa534becc55881619910ecd2aa373aefa220;Europe;Client numero 3473;OEM;indirect customer;1.0;2008-12-17 00:00:00.000;AUT
1c2d2d0956805593b50753c65507b90a5c74d765;Europe;Client numero 3392;OEM; customer;3.0;2003-12-01 00:00:00.000;DEU
398629e303d1edd48cfc2d66f64d1540c495e824;Europe;Client numero 2111;OEM; customer;0.0;2016-10-11 09:58:20.000;ITA
412f5d2f2a4d25ceb0287051bb28de95b1625576;Asia;Client numero 316;OEM; customer;0.0;2014-04-08 03:41:34.000;KOR
4e70eb2a157b83cdb293eeb7e937b68a69e6ad14;Europe;Client numero 3497;aftermarket_only; customer;2.0;2005-12-02 00:00:00.000;GBR
68140de41e7954f3160c5ff2f42c7c3b0ac8041e;Europe;Client numero 2601;distributor; customer;0.0;2009-01-08 00:00:00.000;POL
6c3ffb228cd82e387d94d9ebe35c2511e45d653a;Europe;Client numero 2429;OEM; customer;0.0;2008-02-14 00:00:00.000;DEU
721a4b1d8fa45498f77734fbf2d85257a20b27b9;Europe;Client numero 209;aftermarket_only; customer;6.0;2005-07-31 00:00:00.000;CZE
7abf8c9c29b660f02a9799fc72f4f5f19b05029e;Europe;Client numero 3222;OEM; customer;0.0;1901-01-01 00:00:00.000;NLD
7be9d33e1a1860f32bf58c189733b84ab244b4a9;Europe;Client numero 1514;distributor; customer;0.0;1901-01-01 00:00:00.000;FRA
875c9b31fdeadba0fbe1385a93f1c5604403f6bb;Europe;Client numero 607;aftermarket_only; customer;0.0;2007-08-01 00:00:00.000;ESP
afc28984eb5f38207718856a0ca122120fd75f96;Europe;Client numero 1628;OEM; customer;0.0;2013-05-30 10:27:27.000;ITA
b0a3297a46c501ddaa1ea9ae91292f6f7118ebc1;Europe;Client numero 939;OEM; customer;0.0;2013-06-19 11:50:27.000;SWE
b2e0c1704c193aa1b4134f6115dbe6b11ae421c4;Europe;Client numero 1151;aftermarket_only; customer;0.0;1901-01-01 00:00:00.000;CZE
b83441bcba5d5287277cc9cadd7c3882fb4eeba4;Asia;Client numero 2905;OEM; customer;0.0;2013-09-09 10:02:56.000;KOR
c293a3fd96f613c7b4e62fef834872eb8635d0ab;Europe;Client numero 3170;OEM; customer;0.0;1901-01-01 00:00:00.000;FRA
ca4b5ac8bc594b53941cc68f73d826a94a5d5edc;Europe;Client numero 2927;distributor; customer;0.0;2012-02-17 00:00:00.000;CHE
e12d130f2b541b353f2cb3eb93b68f6b89940f59;Europe;Client numero 2164;OEM; customer;3.0;2005-01-01 00:00:00.000;ITA
e7c13bf3cf1ff651af30204575cb5a8e40023ccd;Europe;Client numero 962;aftermarket_only; customer;3.0;2005-12-01 00:00:00.000;FRA
e87d306b49257c03ba0b7a206014b76d9055367c;Asia;Client numero 1891;aftermarket_only; customer;0.0;2014-08-26 08:59:07.000;IND
fc6b1a90b0e65c290573e2b5d40f4abc0fcd3228;Americas;Client numero 937;OEM; customer;2.0;2004-07-13 00:00:00.000;USA
0259df4d38c32808c082a114a982cef5e7a31efc;Europe;Client numero 1519;distributor; customer;0.0;2010-01-15 00:00:00.000;NLD
0608e46424d433e64f49048340693099df308930;Europe;Client numero 689;OEM; customer;0.0;2014-05-26 13:26:19.000;CZE
0efc7881136bbcd0f7fea22e60449c1ddcb798a2;Europe;Client numero 3217;OEM; customer;0.0;1901-01-01 00:00:00.000;NLD
14c318d23d63926805263fdfe0f6d871da6fb09c;Europe;Client numero 1332;OEM; customer;5.0;2003-12-01 00:00:00.000;DEU
23b4cb8f0bc56bda1a6e4b5acafd00373e5fbe8f;Europe;Client numero 2013;aftermarket_only; customer;0.0;2007-10-15 00:00:00.000;GBR
53e9e036c488c15f04fd64bd59f385926d3ab191;Asia;Client numero 1615;distributor; customer;0.0;2012-01-04 00:00:00.000;CHN
588138d7cc2177a83fe7179f95cc945ae6e1a32b;Asia;Client numero 360;distributor; customer;1.0;2012-07-27 07:51:42.000;CHN
6207575214e520c2f9ce424abb6f7b76698440b4;Europe;Client numero 2464;OEM; customer;0.0;2015-03-06 11:26:05.000;ITA
6f8e922a6e7974a4b84565c3732b4dc7183fa986;Europe;Client numero 2485;distributor; customer;2.0;2005-02-28 00:00:00.000;SWE
78cc76a89ab44cfedc4fdfe8726e3dfdcab7649c;Europe;Client numero 2949;aftermarket_only; customer;0.0;2009-10-30 00:00:00.000;DEU
7b749a70001921ff34ce8b4277e4f0899b3acb84;Europe;Client numero 495;OEM; customer;0.0;2008-08-21 00:00:00.000;GBR
81dd1937122f5011e8543fd4c253d2d55e2745c8;Europe;Client numero 2714;aftermarket_only; customer;0.0;2011-02-24 00:00:00.000;FIN
84e5f1c669ca0dd7b90c1944585302f6efe07ee0;Europe;Client numero 3319;aftermarket_only; customer;4.0;2003-12-01 00:00:00.000;DEU
863cb95675de7377bd5512951c9b00b5c55bdb68;Europe;Client numero 26;OEM; customer;2.0;2010-11-01 00:00:00.000;ITA
ba172b0d96bc2b8cb31890a8e7171c7ea31d92d2;Asia;Client numero 1604;OEM; customer;0.0;2009-06-23 00:00:00.000;CHN
bd8efa012d0e6281ce667fdef398ae3dcf2824bb;Europe;Client numero 2559;OEM; customer;0.0;2016-01-04 12:07:58.000;NLD
c10dd9f078c14f645577d7d20654b6504513cc2e;Europe;Client numero 3490;aftermarket_only; customer;3.0;2009-06-02 00:00:00.000;BEL
c34ffd82539395addc635d1bbd5e4100d933aae7;Europe;Client numero 684;OEM; customer;0.0;2007-11-22 00:00:00.000;ESP
ccbc282c8df9b601ffd71ae248a7d28939d31fdc;Europe;Client numero 2667;OEM; customer;0.0;2013-07-02 11:40:14.000;SWE
ed3de14915509465ccadbdb984cbdb7c656aa779;Europe;Client numero 125;aftermarket_only; customer;4.0;2003-12-01 00:00:00.000;DEU
ed9c723faf30b732eee979448a5b6e2821c755fd;Europe;Client numero 839;OEM; customer;0.0;1901-01-01 00:00:00.000;GBR
f43ecd45d1175d68c3291cf929853caf52b184c1;Europe;Client numero 1909;OEM; customer;0.0;2007-06-04 00:00:00.000;DEU
f6cebbd13a6f553bb0d0ae3dd5a6d43f632cf6f9;Europe;Client numero 1661;OEM; customer;0.0;1901-01-01 00:00:00.000;GBR
f849745b711cbdac47e262023e7c60a273c7a0d2;Europe;Client numero 3357;OEM; customer;1.0;2013-01-10 09:16:16.000;ITA
19f328c585c323d2e1d30ccb4245ec11dbec3277;Asia;Client numero 3071;distributor; customer;0.0;2011-12-01 00:00:00.000;CHN
246747839c5546bf3ffd8aa63c4b8d416d5b5455;Americas;Client numero 1880;OEM; customer;0.0;2014-08-20 15:11:05.000;BRA
58bfb64430ad06729e0af79aea2d69ce845389b1;Europe;Client numero 800;OEM; customer;0.0;2016-10-04 13:25:38.000;NLD
5f2a149e305d13a3cc6361914f8f1f1f8ce5561f;Asia;Client numero 3096;OEM; customer;0.0;2016-07-27 11:35:45.000;CHN
78ed4e4f35ff70e270ea6c780e59411e7cc5fa8b;Europe;Client numero 769;OEM; customer;5.0;2003-12-01 00:00:00.000;DEU
7d3d30257b8f255a90e377db368eb229d5391f43;Asia;Client numero 763;distributor; customer;4.0;2012-12-21 04:01:41.000;CHN
8c4fd04a2ced47a6ae3ac001447dc8ab7caa3c93;Europe;Client numero 2483;distributor; customer;0.0;2013-04-25 14:26:24.000;SWE
8ea6687ec869fe3c089da808162ee844751cdae0;Asia;Client numero 1296;OEM; customer;0.0;2014-04-22 11:51:31.000;JPN
92e65d08f38cdbad64b51f93f9e5c415a96e270a;Asia;Client numero 2900;OEM; customer;0.0;2013-05-20 09:43:07.000;CHN
9419b7e9e6689efcb7bac343a72247273a7527b5;Asia;Client numero 2311;OEM; customer;1.0;2010-12-15 00:00:00.000;CHN
99c6b5ccec43a76fb95aa5cda67d51623de34908;Europe;Client numero 2989;OEM; customer;0.0;1901-01-01 00:00:00.000;FRA
9dbb472ae9f73b9ccc1467d03b8daeb162353337;Europe;Client numero 1032;OEM; customer;0.0;2016-04-22 16:28:05.000;ITA
a25b71532c85b7ddaff69a6fe3a9be62d4e13d21;Asia;Client numero 1178;OEM; customer;0.0;1901-01-01 00:00:00.000;JPN
a413ec79893175ca226a2cde689a6c2c475d2eea;Europe;Client numero 2025;OEM; customer;0.0;2015-08-31 13:28:34.000;SWE
a60f4ac77a92dca6212aaa59a032d58be679e634;Europe;Client numero 53;OEM; customer;9.0;2005-11-29 00:00:00.000;FRA
b458f87a48455fe41104f1512ff8443c9343a594;Europe;Client numero 466;OEM; customer;0.0;2009-06-02 00:00:00.000;BEL
c3b7de1f82b0a75257a5c626349e6d6f70b53978;;Client numero 76;OEM; customer;3.0;2003-11-25 00:00:00.000;
c6a23756a12a532105610922572db407e312908d;Europe;Client numero 2112;OEM; customer;3.0;2003-11-25 00:00:00.000;ITA
d0f7df1e64f0efbd9131ad6129d829cc8a46f4f6;Europe;Client numero 891;OEM; customer;0.0;2010-07-01 00:00:00.000;ITA
d7dd1e3ab431a527a1538f0921bc51c6abc1e8e9;Europe;Client numero 2122;distributor; customer;0.0;1901-01-01 00:00:00.000;FRA
d9a881d9d2b87924bdebf158d39da910ea826868;Europe;Client numero 1271;distributor; customer;1.0;2008-12-18 00:00:00.000;AUT
e0756006dfeb04ad28c26352384344d313d9b7dc;Americas;Client numero 1461;distributor; customer;12.0;1994-04-18 00:00:00.000;USA
e95d8af0acc3f4b1ecb1fbfc0cbd052fc663a95e;Asia;Client numero 2801;aftermarket_only; customer;0.0;2009-12-07 00:00:00.000;CHN
fb73bcf934e744938aa33247dcc5bc8b20f63fc4;Americas;Client numero 1446;distributor; customer;12.0;1994-04-18 00:00:00.000;USA
1483874509da698a780194ff130d4b3f6f273223;;Client numero 3358;distributor; customer;0.0;1901-01-01 00:00:00.000;
152c4661a9ae19d4fa3f282faefb756b0b97abbb;Europe;Client numero 1994;aftermarket_only; customer;0.0;1901-01-01 00:00:00.000;FRA
15b1d87b637cc73b991cc7bd33df43680ec56a15;;Client numero 796;distributor; customer;0.0;2009-01-27 00:00:00.000;
19531fd7735609504f44a40f432c3f8d2d39bc4c;Europe;Client numero 1469;distributor; customer;0.0;2008-08-20 00:00:00.000;GBR
1d6ff4875e3d7c762f38272af93fc371e4fabcb0;Europe;Client numero 980;OEM; customer;0.0;2014-05-28 15:31:23.000;ITA
2942279002066741d9b071abaaadc70fd5f4320c;Europe;Client numero 2275;OEM; customer;0.0;1901-01-01 00:00:00.000;GBR
3522faec3cdb520b9ea1ec6016f30260022b432e;Asia;Client numero 2101;OEM; customer;;2016-07-05 04:29:27.000;JPN
493ae2acec4fda8ce55cd1d601c9cafeb2a9d350;;Client numero 1597;distributor; customer;0.0;2010-02-05 00:00:00.000;
5645f377b069118fd22d50bc95001bde2febc7a8;Europe;Client numero 1826;OEM; customer;0.0;1901-01-01 00:00:00.000;GBR
6458f0a3b0d40efc603c784c226e4bd1d926acee;Europe;Client numero 747;OEM; customer;4.0;2003-12-01 00:00:00.000;DEU
794ad48629faea692c0ee2df82d77daf90e4b183;Americas;Client numero 81;OEM; customer;3.0;2011-07-29 00:00:00.000;USA
8d1508f0fc64e7b4589a279c7007e3a0f500dbe8;Europe;Client numero 1499;aftermarket_only; customer;2.0;2005-02-21 00:00:00.000;DEU
904326317b8006793f70ef92282bbce7546543ea;Europe;Client numero 996;aftermarket_only; customer;3.0;2003-12-01 00:00:00.000;DEU
960a0c2291db3afff562455721e43e98e470f418;Asia;Client numero 1239;OEM; customer;0.0;2011-05-06 00:00:00.000;CHN
9f51940be99790ec45b1bbd33106b61adc02d025;Asia;Client numero 1813;distributor; customer;0.0;2011-11-25 00:00:00.000;JPN
accfa24048ede48909b1e685943a0af04d9ff60b;Europe;Client numero 2579;aftermarket_only; customer;0.0;2012-06-25 10:24:52.000;LTU
b5e31e79cff3ac02a79e540e82e2989f60284305;Asia;Client numero 2630;distributor; customer;1.0;2005-04-28 00:00:00.000;SGP
c3d66f905a19bd59c1e7925d285077a41e26cc16;Asia;Client numero 2907;OEM; customer;0.0;2016-02-04 07:46:50.000;CHN
d2cf226f502b94437d512a4837324d91a721cb44;Asia;Client numero 1373;aftermarket_only; customer;6.0;2009-06-19 00:00:00.000;JPN
ddc9f5c01bb0e4db938d57eafd6f8cfdee3f6f31;Asia;Client numero 2029;OEM; customer;0.0;1901-01-01 00:00:00.000;JPN
ede6f29f546524b58187624e3d260a4097ac97b6;Europe;Client numero 3423;OEM; customer;10.0;2005-05-30 00:00:00.000;DEU
edfa322bbba737da738cdec389726ee9c7a8a35d;Europe;Client numero 3286;OEM; customer;0.0;2013-07-12 11:18:38.000;ESP
fe44155f514e53791a772576d7aa72dc44ccee8d;Europe;Client numero 3341;OEM; customer;0.0;2011-03-23 00:00:00.000;FRA
